Truth table
0 1 0 1 0 0 1 0 |0
1 1 0 1 0 0 1 0 |1
0 0 1 1 0 0 1 0 |1
1 0 1 1 0 0 1 0 |0
0 1 1 1 0 0 1 0 |0
1 1 1 1 0 0 1 0 |0
0 0 0 0 1 0 1 0 |0
1 0 0 0 1 0 1 0 |1
0 1 0 0 1 0 1 0 |0
1 1 0 0 1 0 1 0 |1
0 0 1 0 1 0 1 0 |0
1 0 1 0 1 0 1 0 |1
0 1 1 0 1 0 1 0 |1
1 1 1 0 1 0 1 0 |0
0 0 0 1 1 0 1 0 |1
1 0 0 1 1 0 1 0 |0
0 1 0 1 1 0 1 0 |0
1 1 0 1 1 0 1 0 |0
0 0 1 1 1 0 1 0 |0
1 0 1 1 1 0 1 0 |1
0 1 1 1 1 0 1 0 |1
1 1 1 1 1 0 1 0 |0
0 0 0 0 0 1 1 0 |0
1 0 0 0 0 1 1 0 |1
0 1 0 0 0 1 1 0 |1
1 1 0 0 0 1 1 0 |1
0 0 1 0 0 1 1 0 |1
1 0 1 0 0 1 1 0 |0
0 1 1 0 0 1 1 0 |1
1 1 1 0 0 1 1 0 |0
0 0 0 1 0 1 1 0 |0
1 0 0 1 0 1 1 0 |0
0 1 0 1 0 1 1 0 |1
1 1 0 1 0 1 1 0 |0
0 0 1 1 0 1 1 0 |1
1 0 1 1 0 1 1 0 |0
0 1 1 1 0 1 1 0 |1
1 1 1 1 0 1 1 0 |0
0 0 0 0 1 1 1 0 |1
1 0 0 0 1 1 1 0 |0
0 1 0 0 1 1 1 0 |1
1 1 0 0 1 1 1 0 |0
0 0 1 0 1 1 1 0 |0
1 0 1 0 1 1 1 0 |1
0 1 1 0 1 1 1 0 |0
1 1 1 0 1 1 1 0 |0
0 0 0 1 1 1 1 0 |0
1 0 0 1 1 1 1 0 |0
0 1 0 1 1 1 1 0 |1
1 1 0 1 1 1 1 0 |0
0 0 1 1 1 1 1 0 |0
1 0 1 1 1 1 1 0 |0
0 1 1 1 1 1 1 0 |1
1 1 1 1 1 1 1 0 |1
0 0 0 0 0 0 0 1 |1
1 0 0 0 0 0 0 1 |0
0 1 0 0 0 0 0 1 |0
1 1 0 0 0 0 0 1 |0
0 0 1 0 0 0 0 1 |1
1 0 1 0 0 0 0 1 |1
0 1 1 0 0 0 0 1 |1
1 1 1 0 0 0 0 1 |0
0 0 0 1 0 0 0 1 |0
1 0 0 1 0 0 0 1 |1
0 1 0 1 0 0 0 1 |1
1 1 0 1 0 0 0 1 |0
0 0 1 1 0 0 0 1 |0
1 0 1 1 0 0 0 1 |0
0 1 1 1 0 0 0 1 |1
1 1 1 1 0 0 0 1 |0
0 0 0 0 1 0 0 1 |0
1 0 0 0 1 0 0 1 |1
0 1 0 0 1 0 0 1 |1
1 1 0 0 1 0 0 1 |1
0 0 1 0 1 0 0 1 |1
1 0 1 0 1 0 0 1 |1
0 1 1 0 1 0 0 1 |1
1 1 1 0 1 0 0 1 |0
0 0 0 1 1 0 0 1 |1
1 0 0 1 1 0 0 1 |0
0 1 0 1 1 0 0 1 |1
1 1 0 1 1 0 0 1 |0
0 0 1 1 1 0 0 1 |1
1 0 1 1 1 0 0 1 |0
0 1 1 1 1 0 0 1 |1
1 1 1 1 1 0 0 1 |0
0 0 0 0 0 1 0 1 |0
1 0 0 0 0 1 0 1 |1
0 1 0 0 0 1 0 1 |1
1 1 0 0 0 1 0 1 |1
0 0 1 0 0 1 0 1 |1
1 0 1 0 0 1 0 1 |0
0 1 1 0 0 1 0 1 |1
1 1 1 0 0 1 0 1 |1
0 0 0 1 0 1 0 1 |0
1 0 0 1 0 1 0 1 |1
0 1 0 1 0 1 0 1 |1
1 1 0 1 0 1 0 1 |1
0 0 1 1 0 1 0 1 |0
1 0 1 1 0 1 0 1 |0
0 1 1 1 0 1 0 1 |1
1 1 1 1 0 1 0 1 |0
0 0 0 0 1 1 0 1 |0
1 0 0 0 1 1 0 1 |1
0 1 0 0 1 1 0 1 |1
1 1 0 0 1 1 0 1 |0
0 0 1 0 1 1 0 1 |0
1 0 1 0 1 1 0 1 |1
0 1 1 0 1 1 0 1 |0
1 1 1 0 1 1 0 1 |1
0 0 0 1 1 1 0 1 |1
1 0 0 1 1 1 0 1 |0
0 1 0 1 1 1 0 1 |0
1 1 0 1 1 1 0 1 |1
0 0 1 1 1 1 0 1 |1
1 0 1 1 1 1 0 1 |0
0 1 1 1 1 1 0 1 |1
1 1 1 1 1 1 0 1 |0
0 0 0 0 0 0 1 1 |0
1 0 0 0 0 0 1 1 |1
0 1 0 0 0 0 1 1 |0
1 1 0 0 0 0 1 1 |1
0 0 1 0 0 0 1 1 |1
1 0 1 0 0 0 1 1 |0
0 1 1 0 0 0 1 1 |1
1 1 1 0 0 0 1 1 |0
0 0 0 1 0 0 1 1 |1
1 0 0 1 0 0 1 1 |0
0 1 0 1 0 0 1 1 |1
1 1 0 1 0 0 1 1 |1
0 0 1 1 0 0 1 1 |1
1 0 1 1 0 0 1 1 |1
0 1 1 1 0 0 1 1 |1
1 1 1 1 0 0 1 1 |1
0 0 0 0 1 0 1 1 |0
1 0 0 0 1 0 1 1 |1
0 1 0 0 1 0 1 1 |1
1 1 0 0 1 0 1 1 |0
0 0 1 0 1 0 1 1 |1
1 0 1 0 1 0 1 1 |0
0 1 1 0 1 0 1 1 |0
1 1 1 0 1 0 1 1 |0
0 0 0 1 1 0 1 1 |1
1 0 0 1 1 0 1 1 |1
0 1 0 1 1 0 1 1 |1
1 1 0 1 1 0 1 1 |1
0 0 1 1 1 0 1 1 |0
1 0 1 1 1 0 1 1 |0
0 1 1 1 1 0 1 1 |1
1 1 1 1 1 0 1 1 |0
0 0 0 0 0 1 1 1 |0
1 0 0 0 0 1 1 1 |0
0 1 0 0 0 1 1 1 |0
1 1 0 0 0 1 1 1 |0
0 0 1 0 0 1 1 1 |1
1 0 1 0 0 1 1 1 |0
0 1 1 0 0 1 1 1 |0
1 1 1 0 0 1 1 1 |1
0 0 0 1 0 1 1 1 |1
1 0 0 1 0 1 1 1 |1
0 1 0 1 0 1 1 1 |1
1 1 0 1 0 1 1 1 |1
0 0 1 1 0 1 1 1 |1
1 0 1 1 0 1 1 1 |0
0 1 1 1 0 1 1 1 |0
1 1 1 1 0 1 1 1 |1
0 0 0 0 1 1 1 1 |1
1 0 0 0 1 1 1 1 |0
0 1 0 0 1 1 1 1 |0
1 1 0 0 1 1 1 1 |0
0 0 1 0 1 1 1 1 |1
1 0 1 0 1 1 1 1 |0
0 1 1 0 1 1 1 1 |0
1 1 1 0 1 1 1 1 |0
0 0 0 1 1 1 1 1 |0
1 0 0 1 1 1 1 1 |0
0 1 0 1 1 1 1 1 |0
1 1 0 1 1 1 1 1 |0
0 0 1 1 1 1 1 1 |0
1 0 1 1 1 1 1 1 |0
0 1 1 1 1 1 1 1 |0
1 1 1 1 1 1 1 1 |0
PDNF
 !x0 & !x1 & !x2 & !x3 & !x4 & x5 & !x6 & !x7
V
 x0 & x1 & x2 & !x3 & !x4 & x5 & !x6 & !x7
V
 x0 & !x1 & !x2 & x3 & !x4 & x5 & !x6 & !x7
V
 !x0 & !x1 & x2 & !x3 & x4 & x5 & !x6 & !x7
V
 x0 & !x1 & x2 & !x3 & x4 & x5 & !x6 & !x7
V
 x0 & x1 & x2 & !x3 & x4 & x5 & !x6 & !x7
V
 x0 & x1 & !x2 & x3 & x4 & x5 & !x6 & !x7
V
 !x0 & !x1 & !x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 x0 & !x1 & !x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 !x0 & x1 & !x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 x0 & !x1 & x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 x0 & x1 & !x2 & x3 & !x4 & !x5 & x6 & !x7
V
 !x0 & !x1 & x2 & x3 & !x4 & !x5 & x6 & !x7
V
 x0 & !x1 & !x2 & !x3 & x4 & !x5 & x6 & !x7
V
 x0 & x1 & !x2 & !x3 & x4 & !x5 & x6 & !x7
V
 x0 & !x1 & x2 & !x3 & x4 & !x5 & x6 & !x7
V
 !x0 & x1 & x2 & !x3 & x4 & !x5 & x6 & !x7
V
 !x0 & !x1 & !x2 & x3 & x4 & !x5 & x6 & !x7
V
 x0 & !x1 & x2 & x3 & x4 & !x5 & x6 & !x7
V
 !x0 & x1 & x2 & x3 & x4 & !x5 & x6 & !x7
V
 x0 & !x1 & !x2 & !x3 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & !x3 & !x4 & x5 & x6 & !x7
V
 x0 & x1 & !x2 & !x3 & !x4 & x5 & x6 & !x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & x2 & !x3 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & x3 & !x4 & x5 & x6 & !x7
V
 !x0 & !x1 & x2 & x3 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & x2 & x3 & !x4 & x5 & x6 & !x7
V
 !x0 & !x1 & !x2 & !x3 & x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & !x3 & x4 & x5 & x6 & !x7
V
 x0 & !x1 & x2 & !x3 & x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & x3 & x4 & x5 & x6 & !x7
V
 !x0 & x1 & x2 & x3 & x4 & x5 & x6 & !x7
V
 x0 & x1 & x2 & x3 & x4 & x5 & x6 & !x7
V
 !x0 & !x1 & !x2 & !x3 & !x4 & !x5 & !x6 & x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & !x5 & !x6 & x7
V
 x0 & !x1 & x2 & !x3 & !x4 & !x5 & !x6 & x7
V
 !x0 & x1 & x2 & !x3 & !x4 & !x5 & !x6 & x7
V
 x0 & !x1 & !x2 & x3 & !x4 & !x5 & !x6 & x7
V
 !x0 & x1 & !x2 & x3 & !x4 & !x5 & !x6 & x7
V
 !x0 & x1 & x2 & x3 & !x4 & !x5 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & !x2 & !x3 & x4 & !x5 & !x6 & x7
V
 x0 & x1 & !x2 & !x3 & x4 & !x5 & !x6 & x7
V
 !x0 & !x1 & x2 & !x3 & x4 & !x5 & !x6 & x7
V
 x0 & !x1 & x2 & !x3 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & x2 & !x3 & x4 & !x5 & !x6 & x7
V
 !x0 & !x1 & !x2 & x3 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & !x2 & x3 & x4 & !x5 & !x6 & x7
V
 !x0 & !x1 & x2 & x3 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & x2 & x3 & x4 & !x5 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & !x4 & x5 & !x6 & x7
V
 !x0 & x1 & !x2 & !x3 & !x4 & x5 & !x6 & x7
V
 x0 & x1 & !x2 & !x3 & !x4 & x5 & !x6 & x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & x5 & !x6 & x7
V
 !x0 & x1 & x2 & !x3 & !x4 & x5 & !x6 & x7
V
 x0 & x1 & x2 & !x3 & !x4 & x5 & !x6 & x7
V
 x0 & !x1 & !x2 & x3 & !x4 & x5 & !x6 & x7
V
 !x0 & x1 & !x2 & x3 & !x4 & x5 & !x6 & x7
V
 x0 & x1 & !x2 & x3 & !x4 & x5 & !x6 & x7
V
 !x0 & x1 & x2 & x3 & !x4 & x5 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & x4 & x5 & !x6 & x7
V
 !x0 & x1 & !x2 & !x3 & x4 & x5 & !x6 & x7
V
 x0 & !x1 & x2 & !x3 & x4 & x5 & !x6 & x7
V
 x0 & x1 & x2 & !x3 & x4 & x5 & !x6 & x7
V
 !x0 & !x1 & !x2 & x3 & x4 & x5 & !x6 & x7
V
 x0 & x1 & !x2 & x3 & x4 & x5 & !x6 & x7
V
 !x0 & !x1 & x2 & x3 & x4 & x5 & !x6 & x7
V
 !x0 & x1 & x2 & x3 & x4 & x5 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & !x4 & !x5 & x6 & x7
V
 x0 & x1 & !x2 & !x3 & !x4 & !x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & !x5 & x6 & x7
V
 !x0 & x1 & x2 & !x3 & !x4 & !x5 & x6 & x7
V
 !x0 & !x1 & !x2 & x3 & !x4 & !x5 & x6 & x7
V
 !x0 & x1 & !x2 & x3 & !x4 & !x5 & x6 & x7
V
 x0 & x1 & !x2 & x3 & !x4 & !x5 & x6 & x7
V
 !x0 & !x1 & x2 & x3 & !x4 & !x5 & x6 & x7
V
 x0 & !x1 & x2 & x3 & !x4 & !x5 & x6 & x7
V
 !x0 & x1 & x2 & x3 & !x4 & !x5 & x6 & x7
V
 x0 & x1 & x2 & x3 & !x4 & !x5 & x6 & x7
V
 x0 & !x1 & !x2 & !x3 & x4 & !x5 & x6 & x7
V
 !x0 & x1 & !x2 & !x3 & x4 & !x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x3 & x4 & !x5 & x6 & x7
V
 !x0 & !x1 & !x2 & x3 & x4 & !x5 & x6 & x7
V
 x0 & !x1 & !x2 & x3 & x4 & !x5 & x6 & x7
V
 !x0 & x1 & !x2 & x3 & x4 & !x5 & x6 & x7
V
 x0 & x1 & !x2 & x3 & x4 & !x5 & x6 & x7
V
 !x0 & x1 & x2 & x3 & x4 & !x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & x5 & x6 & x7
V
 x0 & x1 & x2 & !x3 & !x4 & x5 & x6 & x7
V
 !x0 & !x1 & !x2 & x3 & !x4 & x5 & x6 & x7
V
 x0 & !x1 & !x2 & x3 & !x4 & x5 & x6 & x7
V
 !x0 & x1 & !x2 & x3 & !x4 & x5 & x6 & x7
V
 x0 & x1 & !x2 & x3 & !x4 & x5 & x6 & x7
V
 !x0 & !x1 & x2 & x3 & !x4 & x5 & x6 & x7
V
 x0 & x1 & x2 & x3 & !x4 & x5 & x6 & x7
V
 !x0 & !x1 & !x2 & !x3 & x4 & x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x3 & x4 & x5 & x6 & x7
RDNF
 !x0 & !x1 & !x2 & !x3 & !x4 & x5 & !x6 & !x7
V
 x0 & !x1 & !x2 & x3 & !x4 & x5 & !x6 & 
V
 !x1 & x2 & !x3 & x4 & x5 & !x6 & !x7
V
 x0 & !x1 & x2 & !x3 & x4 & x5 & !x7
V
 x0 & x1 & !x2 & x3 & x4 & x5 & !x6 & 
V
 !x0 & !x2 & !x3 & !x4 & !x5 & x6 & !x7
V
 x0 & !x1 & !x2 & !x3 & !x4 & x6 & !x7
V
 !x0 & x1 & !x2 & !x3 & !x4 & x6 & !x7
V
 x0 & x1 & !x2 & x3 & !x4 & !x5 & x6 & 
V
 x0 & !x2 & !x3 & x4 & !x5 & x6 & !x7
V
 x0 & !x1 & x2 & x4 & !x5 & x6 & !x7
V
 x0 & !x1 & x2 & !x3 & x4 & x6 & !x7
V
 !x0 & x1 & x2 & x4 & !x5 & x6 & !x7
V
 !x0 & !x1 & !x2 & x3 & x4 & !x5 & x6 & 
V
 !x0 & x1 & x2 & x3 & x4 & x6 & !x7
V
 !x0 & x1 & x2 & x3 & x4 & !x5 & x6 & 
V
 x0 & !x2 & !x3 & !x4 & x5 & x6 & !x7
V
 x1 & !x2 & !x3 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & x3 & !x4 & x5 & x6 & 
V
 !x0 & !x2 & !x3 & x4 & x5 & x6 & !x7
V
 !x0 & !x1 & !x2 & !x3 & x4 & x5 & x6 & 
V
 x1 & x2 & x3 & x4 & x5 & x6 & !x7
V
 !x0 & !x1 & !x3 & !x4 & !x5 & !x6 & x7
V
 x0 & !x1 & !x2 & x3 & !x4 & !x6 & x7
V
 x0 & !x2 & !x3 & x4 & !x5 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & x4 & !x5 & x7
V
 x1 & !x2 & !x3 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & !x2 & !x3 & x4 & !x6 & x7
V
 x0 & !x1 & !x2 & !x3 & x5 & !x6 & x7
V
 !x0 & x1 & !x2 & !x3 & x5 & !x6 & x7
V
 x0 & x1 & x2 & !x3 & !x4 & x5 & x7
V
 x0 & x1 & !x2 & x3 & x5 & !x6 & x7
V
 x0 & !x2 & !x3 & !x4 & !x5 & x6 & x7
V
 x0 & x1 & !x2 & !x4 & !x5 & x6 & x7
V
 x0 & !x1 & !x2 & x4 & !x5 & x6 & x7
V
 x0 & x1 & x2 & !x4 & x5 & x6 & x7
V
 !x0 & !x1 & !x3 & x4 & x5 & x6 & x7
V
 x0 & x1 & x2 & !x3 & x5 & !x6 & 
V
 x0 & x2 & !x3 & x4 & x5 & !x6 & 
V
 !x1 & !x3 & !x4 & !x5 & x6 & !x7
V
 x0 & !x1 & !x3 & !x5 & x6 & !x7
V
 x0 & !x1 & !x2 & !x3 & !x5 & x6 & 
V
 !x0 & x1 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & !x2 & x5 & x6 & !x7
V
 !x0 & x2 & !x4 & x5 & x6 & !x7
V
 !x0 & x1 & x3 & x5 & x6 & !x7
V
 !x1 & x2 & !x3 & !x5 & !x6 & x7
V
 !x0 & x2 & !x3 & !x5 & !x6 & x7
V
 !x0 & x2 & !x3 & !x4 & !x6 & x7
V
 !x0 & x2 & !x3 & !x4 & !x5 & x7
V
 !x0 & !x1 & x2 & !x3 & !x5 & x7
V
 !x0 & !x1 & x2 & !x3 & !x4 & x7
V
 !x0 & x1 & x2 & !x5 & !x6 & x7
V
 !x0 & x1 & x2 & !x4 & !x6 & x7
V
 !x0 & x1 & x2 & !x4 & !x5 & x7
V
 !x0 & x1 & x3 & !x4 & !x6 & x7
V
 !x0 & x1 & !x2 & x3 & !x4 & x7
V
 !x0 & x1 & x2 & x3 & !x6 & x7
V
 x0 & !x1 & !x3 & x4 & !x6 & x7
V
 !x0 & x1 & x4 & !x5 & !x6 & x7
V
 !x0 & x1 & !x2 & x4 & !x5 & x7
V
 !x0 & x2 & x4 & !x5 & !x6 & x7
V
 !x0 & x3 & x4 & !x5 & !x6 & x7
V
 !x0 & !x2 & x3 & x4 & !x5 & x7
V
 !x0 & !x1 & x3 & x4 & !x6 & x7
V
 !x0 & x2 & x3 & x4 & !x6 & x7
V
 x0 & !x2 & !x4 & x5 & !x6 & x7
V
 x1 & !x3 & !x4 & x5 & !x6 & x7
V
 x1 & !x2 & !x4 & x5 & !x6 & x7
V
 !x0 & x1 & !x4 & x5 & !x6 & x7
V
 x0 & !x2 & x3 & !x4 & x5 & x7
V
 x1 & !x2 & x3 & !x4 & x5 & x7
V
 !x0 & x2 & !x4 & !x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x3 & x6 & x7
V
 !x0 & x3 & !x4 & !x5 & x6 & x7
V
 !x0 & !x2 & x3 & !x5 & x6 & x7
V
 !x0 & !x2 & x3 & !x4 & x6 & x7
V
 !x0 & !x1 & x3 & !x4 & x6 & x7
V
 x1 & x3 & !x4 & !x5 & x6 & x7
V
 x1 & !x2 & x3 & !x5 & x6 & x7
V
 x1 & !x2 & x3 & !x4 & x6 & x7
V
 x0 & x1 & x3 & !x4 & x6 & x7
V
 x2 & x3 & !x4 & !x5 & x6 & x7
V
 !x2 & x3 & x4 & !x5 & x6 & x7
V
 !x2 & x3 & !x4 & x5 & x6 & x7
V
 !x0 & !x1 & x2 & !x4 & x6 & 
V
 !x0 & x1 & x3 & !x5 & x7
PCNF
 x0 V x1 V !x2 V x3 V !x4 V !x5 V !x6 V !x7
&
 x0 V x1 V x2 V x3 V !x4 V !x5 V !x6 V !x7
&
 !x0 V !x1 V !x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 x0 V x1 V !x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 !x0 V !x1 V x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 x0 V !x1 V x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 !x0 V x1 V x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 x0 V x1 V x2 V !x3 V x4 V !x5 V !x6 V !x7
&
 !x0 V !x1 V !x2 V x3 V x4 V !x5 V !x6 V !x7
&
 x0 V x1 V !x2 V x3 V x4 V !x5 V !x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V !x4 V x5 V !x6 V !x7
&
 !x0 V !x1 V x2 V !x3 V !x4 V x5 V !x6 V !x7
&
 x0 V !x1 V x2 V !x3 V !x4 V x5 V !x6 V !x7
&
 !x0 V x1 V x2 V !x3 V !x4 V x5 V !x6 V !x7
&
 x0 V x1 V x2 V !x3 V !x4 V x5 V !x6 V !x7
&
 x0 V x1 V !x2 V x3 V !x4 V x5 V !x6 V !x7
&
 x0 V !x1 V x2 V x3 V !x4 V x5 V !x6 V !x7
&
 !x0 V x1 V x2 V x3 V !x4 V x5 V !x6 V !x7
&
 !x0 V !x1 V !x2 V !x3 V x4 V x5 V !x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V x4 V x5 V !x6 V !x7
&
 !x0 V x1 V !x2 V !x3 V x4 V x5 V !x6 V !x7
&
 x0 V x1 V !x2 V !x3 V x4 V x5 V !x6 V !x7
&
 !x0 V !x1 V x2 V !x3 V x4 V x5 V !x6 V !x7
&
 x0 V !x1 V x2 V !x3 V x4 V x5 V !x6 V !x7
&
 x0 V x1 V x2 V !x3 V x4 V x5 V !x6 V !x7
&
 x0 V !x1 V !x2 V x3 V x4 V x5 V !x6 V !x7
&
 x0 V x1 V !x2 V x3 V x4 V x5 V !x6 V !x7
&
 !x0 V !x1 V x2 V x3 V x4 V x5 V !x6 V !x7
&
 !x0 V x1 V x2 V x3 V x4 V x5 V !x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V !x4 V !x5 V x6 V !x7
&
 x0 V x1 V !x2 V !x3 V !x4 V !x5 V x6 V !x7
&
 !x0 V !x1 V x2 V !x3 V !x4 V !x5 V x6 V !x7
&
 x0 V x1 V x2 V !x3 V !x4 V !x5 V x6 V !x7
&
 !x0 V !x1 V !x2 V x3 V !x4 V !x5 V x6 V !x7
&
 !x0 V x1 V !x2 V x3 V !x4 V !x5 V x6 V !x7
&
 x0 V !x1 V x2 V x3 V !x4 V !x5 V x6 V !x7
&
 !x0 V x1 V x2 V x3 V !x4 V !x5 V x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V x4 V !x5 V x6 V !x7
&
 !x0 V !x1 V x2 V !x3 V x4 V !x5 V x6 V !x7
&
 x0 V !x1 V x2 V !x3 V x4 V !x5 V x6 V !x7
&
 !x0 V x1 V x2 V !x3 V x4 V !x5 V x6 V !x7
&
 !x0 V !x1 V !x2 V x3 V x4 V !x5 V x6 V !x7
&
 x0 V !x1 V !x2 V x3 V x4 V !x5 V x6 V !x7
&
 x0 V x1 V !x2 V x3 V x4 V !x5 V x6 V !x7
&
 !x0 V !x1 V x2 V x3 V x4 V !x5 V x6 V !x7
&
 x0 V !x1 V x2 V x3 V x4 V !x5 V x6 V !x7
&
 !x0 V x1 V x2 V x3 V x4 V !x5 V x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V !x4 V x5 V x6 V !x7
&
 x0 V x1 V !x2 V !x3 V !x4 V x5 V x6 V !x7
&
 x0 V !x1 V x2 V !x3 V !x4 V x5 V x6 V !x7
&
 x0 V x1 V x2 V !x3 V !x4 V x5 V x6 V !x7
&
 x0 V !x1 V !x2 V x3 V !x4 V x5 V x6 V !x7
&
 !x0 V x1 V !x2 V x3 V !x4 V x5 V x6 V !x7
&
 x0 V x1 V !x2 V x3 V !x4 V x5 V x6 V !x7
&
 !x0 V !x1 V x2 V x3 V !x4 V x5 V x6 V !x7
&
 x0 V !x1 V x2 V x3 V !x4 V x5 V x6 V !x7
&
 !x0 V x1 V x2 V x3 V !x4 V x5 V x6 V !x7
&
 x0 V !x1 V !x2 V !x3 V x4 V x5 V x6 V !x7
&
 x0 V !x1 V x2 V !x3 V x4 V x5 V x6 V !x7
&
 !x0 V x1 V x2 V !x3 V x4 V x5 V x6 V !x7
&
 x0 V !x1 V !x2 V x3 V x4 V x5 V x6 V !x7
&
 !x0 V x1 V !x2 V x3 V x4 V x5 V x6 V !x7
&
 x0 V x1 V !x2 V x3 V x4 V x5 V x6 V !x7
&
 x0 V x1 V x2 V x3 V x4 V x5 V x6 V !x7
&
 !x0 V !x1 V !x2 V !x3 V !x4 V !x5 V !x6 V x7
&
 x0 V !x1 V !x2 V !x3 V !x4 V !x5 V !x6 V x7
&
 x0 V !x1 V x2 V !x3 V !x4 V !x5 V !x6 V x7
&
 !x0 V x1 V !x2 V x3 V !x4 V !x5 V !x6 V x7
&
 x0 V !x1 V x2 V x3 V !x4 V !x5 V !x6 V x7
